,id,name,audience_size,country,topic
2311,6003481594057,The Suite Life of Zack and Cody,1951710,,
2312,6003309464653,Chrysler Neon,883390,,
2313,6004519379576,thiaguinho,2933930,,
2314,6003209013376,Caligrafía,14351000,,
2315,6003420035719,Davines,282220,,
2316,6003188811814,byu basketball,51440,,
2317,6003259655467,milk magazine,412156,,
2318,6003246617567,Bodyweight exercise,6741520,,
2319,6012294918637,Bacará,3722160,,
2320,6003061603128,Carl Zeiss,1416590,,
2321,6008386889013,Majk Spirit,541460,,
2322,6003126230245,Salud pública dental,1837180,,
2323,6003874152639,Universal Television,130249320,,
2324,6003352007530,Discover (magazine),85714160,,
2325,6003243171499,Murphy Brown,100090,,
2326,6003081357415,Los Goonies,1241470,,
2327,6003481173269,Urijah Faber,611180,,
2328,6003190640326,Blinkbox,2,,
2329,6003348684781,Poznań,7336160,,
2330,6003302057999,Jason Derulo,6370360,,
2331,6003380612877,Safaripark Beekse Bergen,331110,,
2332,6007772878731,Modà,6066840,,
2333,6020426493770,Wish I Was Here,40940,,
2334,6003228500899,Aeropuerto Internacional de São Paulo-Guarulhos,1736880,,
2335,6003748275291,Outlander (película),625390,,
2336,6003198084682,Vegetable Gardening,1792720,,
2337,6003344914839,West Elm,7352777,,
2338,6003405508406,Rado (watch),2552724,,
2339,6003336802796,Electric Light Orchestra,20825700,,
2340,6003226762085,Thievery Corporation,246250,,
2341,6003679821707,Pet Sematary,738700,,
2342,6003545396227,Dog training,50973810,,
2343,6003470555564,Hobart,3613460,,
2344,6003057054244,Cute Baby,17233420,,
2345,6003091440415,Melanie Fiona,166720,,
2346,6002919087355,Westmalle,69390,,
2347,6003673805718,Demet Akalın,2350786,,
2348,6003584622107,Couples Retreat,637440,,
2349,6003337725536,Cosplay in America,92413,,
2350,6003438122377,Pan (animal),9528190,,
2351,6003106286829,Fever Ray,196000,,
2352,6003278152399,Ernst & Young,1969950,,
2353,6003481672469,Grabación,215860,,
2354,6004169899024,Oscar Wilde,1636650,,
2355,6008532538605,Belvita,726050,,
2356,6003871153170,Yogyakarta,28449810,,
2357,6003717826760,Red eléctrica,12919960,,
2358,6013312458595,OVO Sound,4027560,,
2359,6002989608174,Fernando Alonso,2814780,,
2360,6003125088949,Joan Collins,219120,,
2361,6003267507508,The University of New Mexico - UNM,1572410,,
2362,6003156469884,Graz,2500980,,
2363,6003252166111,Cola de caballo,10149650,,
2364,6003012225129,Al fondo hay sitio,12093990,,
2365,6003306155621,Trader Joe's,5661940,,
2366,6003303860621,Mövenpick Ice Cream,398190,,
2367,6003445345083,Osprey Packs,211600,,
2368,6003350547593,Juicy J,1053390,,
2369,6003130447017,Manufactura textil,4045790,,
2370,6002968439568,Nike Air Yeezy,1171580,,
2371,6003348140632,Totino's,337920,,
2372,6003345062439,Auto-Tune,1258930,,
2373,6003170646528,Videojuego social,15800,,
2374,6002933089059,Osaka,23701710,,
2375,6004043748748,Uganda,34277940,,
2376,6003587615873,David Mallett,13120,,
2377,6003114828426,Seabourn Cruise Line,431470,,
2378,6003227081299,Fútbol playa,4439390,,
2379,6003184558161,West Coast rap,154806090,,
2380,6003400102363,MINDBODY,2503820,,
2381,6003175105049,Metal Gear Solid: The Twin Snakes,650,,
2382,6003219162958,Funtown Splashtown USA,76530,,
2383,6003122511322,Helene Fischer,2039290,,
2384,6003012367881,Karate Kid,1461850,,
2385,6003537059863,Hip-hop dance,13463871,,
2386,6003207541212,Lee Min-ho,4787060,,
2387,6003150778978,Record shop,1986480,,
2388,6003166426358,Petting zoo,1741660,,
2389,6003831645052,Oeste de Estados Unidos,33159690,,
2390,6002955887123,Waco,4714850,,
2391,6004088048774,Early Years Learning Framework,63780,,
2392,6003491283786,Té,464725470,,
2393,6003423486740,TRESemmé,12477380,,
2394,6003273225308,Volvo XC60,6212880,,
2395,6003030148255,Greta Gerwig,838240,,
2396,6014134185632,Yemek Tarifleri Sitesi,4529930,,
2397,6003220912255,Strictly Slots,470,,
2398,6003324061606,Audrey Hepburn,3613830,,
2399,6003176934233,Blackball (pool),9814710,,
2400,6003375405241,Gran Palacio de París,622950,,
2401,6003110477435,Breakbot,115980,,
2402,6003243713567,Darius Rucker,1332970,,
2403,6003105721072,Paper Source,92570,,
2404,6004007587506,Urban Rivals,24520,,
2405,6004042001948,Guwahati,25060220,,
2406,6002969718768,Oracle Corporation,10297960,,
2407,6012211977953,La vida de Adèle,127170,,
2408,6002918312679,Fons and Porter's Love of Quilting,5880,,
2409,6003504730669,Jennifer Love Hewitt,1046630,,
2410,6003474220575,Blue Microphones,243300,,
2411,6003980207948,Héroes fuera de órbita,46380,,
2412,6003145156984,Abhishek Bachchan,13457120,,
2413,6004033688348,Gobierno local,52766690,,
2414,6002905759879,Éric Ripert,188900,,
2415,6003649959113,Kentucky,45426580,,
2416,6002868453910,Esnórquel,15986030,,
2417,6003452120471,Vermont,19270860,,
2418,6003279207302,Lupe Fiasco,986640,,
2419,6003072215982,Suresh Raina,9268110,,
2420,6003177630415,Rocky Mountaineer,1597820,,
2421,6003674021118,Rolls-Royce Holdings,917820,,
2422,6003486547457,I Love Manicures !!!,2274740,,
2423,6003509325864,H2O,6276470,,
2424,6003312426854,Playtex,654750,,
2425,6003080902997,Renault Mégane,4718350,,
2426,6002997601182,Gambia,15477980,,
2427,6002966684846,Reunión,18710590,,
2428,6003119408245,Minor Threat,142050,,
2429,6005105318401,Vakko,5858996,,
2430,6003407214277,Keyshia Cole,1935980,,
2431,6003534723770,Salto de caballo,1928630,,
2432,6003289655343,Sasquatch! Music Festival,602270,,
2433,6003142510668,Scuderia Ferrari,12021650,,
2434,6003195822098,Las Rockettes,9224200,,
2435,6003257105701,GameSpot,11562220,,
2436,6003039840315,ultimateguitarcom,2537650,,
2437,6003086047215,Toolstation,255290,,
2438,6003264898075,Grimm,1791500,,
2439,6003266475967,Anushka Shetty,10165550,,
2440,6003267299709,MoMA PS1,940590,,
2441,6003179651550,Yelp,16084380,,
2442,6003384111743,Blind Melon,204390,,
2443,6003204043812,Well drilling,1400340,,
2444,6003326204406,Mountain Hardwear,500370,,
2445,6003413482991,Helsingborgs IF,255150,,
2446,6002930996362,Google Chrome,22550410,,
2447,6003169233668,Motocicleta crucero,1139284,,
2448,6011709080211,Blue Diamond Almonds,541690,,
2449,6003229812145,Federación Internacional de Vela,90830,,
2450,6003390566402,Vente-privee.com,5906470,,
2451,6004632515532,Claro Guatemala,5391610,,
2452,6004047144696,Ciencia ficción militar,637820,,
2453,6003077388739,Fidelio,388700,,
2454,6003292854330,Nasiriya,5198120,,
2455,6003019854729,Imperio ruso,7573440,,
2456,6003398291203,José Alfredo Jiménez,9303470,,
2457,6003655193278,Derecho constitucional,1165820,,
2458,6003547342198,Death at a Funeral (película de 2010),42170,,
2459,6003345558448,Chardonnay (Saona y Loira),172810,,
2460,6003686331689,One Direction,20014310,,
2461,6002951756355,Material de construcción,43117921,,
2462,6003332528032,The Price is Right,2894680,,
2463,6002867995710,Yokohama F. Marinos,794300,,
2464,6003251838886,Widmer Brothers Brewery,49170,,
2465,6003088939992,The Notorious B.I.G.,9203960,,
2466,6003195773698,Triodos Bank,236040,,
2467,6003170720734,Gift wrapping,9903380,,
2468,6003271038593,Videojuego de estrategia,40219240,,
2469,6003312232114,Antena,20921970,,
2470,6003198823767,Suecia,77430120,,
2471,6003386372818,Gramado,4874010,,
2472,6003460340103,Sic bo,1349980,,
2473,6004157901789,Rankin (photographer),340770,,
2474,6013197099295,ドクターシーラボ公式ファンページ（Dr.ci-labo）,48,,
2475,6003280112643,Fiordo,3024360,,
2476,6002947589355,Administración de la cadena de suministro,12524830,,
2477,6003333998993,"¡Oye, Arnold!",720980,,
2478,6003198491601,Ucrania,62263460,,
2479,6003382014565,How High,4716950,,
2480,6003155284705,Good Hair Day,4912710,,
2481,6002955817923,El príncipe de Egipto,265050,,
2482,6003713256746,ModelCo,19840,,
2483,6002985765123,Universidad de Paris 8,100500,,
2484,6003006142219,Elizabeth: la edad de oro,2110,,
2485,6003332675828,Banjarmasin,4973730,,
2486,6002921039555,Foton Motor,3058700,,
2487,6003252175001,Escondite,3451380,,
2488,6002920756755,Ayala Land,4335580,,
2489,6002948829774,Pittsburgh Panthers football,1389560,,
2490,6003480738041,Telecable,2225780,,
2491,6013957571747,Monster Legends Community,2015610,,
2492,6003122863724,Boat building,388060,,
2493,6003374311125,Sushi,117648160,,
2494,6003646972746,Liga Árabe,86288460,,
2495,6003334603656,Pared,46398070,,
2496,6002979628923,Cable & Deadpool,593,,
2497,6003339467656,The Other Boleyn Girl,28690,,
2498,6003259123509,Thrillist Media Group,7785990,,
2499,6003365316651,Teaching English as a foreign language,8271240,,
2500,6003276599751,Wet Hot American Summer,11150,,
2501,6003902397666,Nomos Glashütte,266513,,
2502,6003157484230,Cayo Hueso (Florida),929130,,
2503,6003287593341,Violin family,2264380,,
2504,6003067419715,Natasha Bedingfield,2865250,,
2505,6003284208902,Back at the Barnyard,5770,,
2506,6003284749200,Orquesta Filarmónica de Berlín,1469520,,
2507,6003195973898,Cáterin,55018880,,
2508,6007069906046,Dead Trigger,202630,,
2509,6003278811159,Diorama,2126070,,
2510,6003322013141,Caribbean Airlines,650430,,
2511,6003269356302,Sirius XM Radio,16496730,,
2512,6003132606924,The Nate Berkus Show,2580,,
2513,6008664731524,Glassdoor,4374220,,
2514,6003360014021,Dashboard Confessional,432890,,
2515,6003319306759,Cybex International,2714840,,
2516,6003126242949,Appalachian State University,321080,,
2517,6002992689173,Bullitt,729600,,
2518,6003293795130,Summerfest,1797760,,
2519,6003341007396,Stan Lee,56044750,,
2520,6004165966224,Provincia de Yala,3695170,,
2521,6003066245670,Anexo:Provincias de Filipinas,83760600,,
2522,6003253230682,Kishore Kumar,6137510,,
2523,6004926259494,Birdman (rapero),1591770,,
2524,6003783909314,Steaua de Bucarest,2833740,,
2525,6002943210446,Aguas negras,6617940,,
2526,6003348342181,Vertedero,9500010,,
2527,6013283794591,Avito.ma,1749740,,
2528,6002879844572,Cavia porcellus,5338360,,
2529,6003655046638,Polycom,48550,,
2530,6003396287577,Tecnologías emergentes,46749090,,
2531,609100162526397,Abel Pintos,1963010,,
2532,6003587678073,Rolex,64355142,,
2533,6003320161759,Live,25071750,,
2534,6003579918642,TNT (canal de televisión),11904810,,
2535,6003392099943,Conocimiento,610299320,,
2536,6003415418777,AXN (India),1844760,,
2537,6003103131517,Cloudy with a Chance of Meatballs,278050,,
2538,6003129864829,Sony Music Latin,2585500,,
2539,6003113204826,Harp Lager,194070,,
2540,6003473842964,8 Ball Pool,28714040,,
2541,6003207638230,Condor Flugdienst,2709570,,
2542,6003393443441,Caran d'Ache (company),529000,,
2543,6003359714223,Bikkembergs,1010,,
2544,6004529242128,Jung Yong Hwa,499350,,
2545,6003160220008,Adorama,1356630,,
2546,6002866944422,Barbie,85841750,,
2547,1572797952990776,Wisin,3799910,,
2548,6002839741479,Suzanne Collins,1161950,,
2549,6003419851439,Bobber (motorcycle),4214990,,
2550,6003265585075,Apple Developer,45930,,
2551,6003087484844,Denpasar,11615370,,
2552,6008808383302,Liv y Maddie,101760,,
2553,6003320103254,Inside Man,959760,,
2554,6003110613845,Larisa,7167570,,
2555,6003372567595,Cash Money Records,3581980,,
2556,6009988401883,Ink Master,15742000,,
2557,6002983966920,Oceano (banda),980230,,
2558,6003244740724,Renault ZOE,2490450,,
2559,6003193882366,I-D,3169330,,
2560,6003971279096,Renaud Séchan,2452750,,
2561,6003292512730,Entertainment Live,231240,,
2562,6003335298151,Larry Bird,927360,,
2563,6003668231507,Música salsa,58279240,,
2564,6003385248818,Encore Las Vegas,886250,,
2565,6003258078769,FireKeepers Casino,209400,,
2566,6003589568918,ERGO Insurance Group,15790,,
2567,6003147880352,Trebisonda,5424230,,
2568,6003161786033,Colgate,11406510,,
2569,6003122293934,Pocket Gamer,560010,,
2570,6003257759882,Blendtec,193160,,
2571,6003291292743,Baileys Irish Cream,4672940,,
2572,6003480277487,SuperGroup,8327910,,
2573,6003338128254,Day of the Dead (película de 2008),171400,,
2574,6007827949606,Mondelēz International,114690,,
2575,6004055635496,Madness,69884730,,
2576,6003064104328,BYU Cougars,101400,,
2577,6003285431727,Kirkuk,10266470,,
2578,6002894082079,CBC Television,21342890,,
2579,6003150262030,Tequila Avion,69750,,
2580,6003190733801,Peluca,53975710,,
2581,6002988675394,Iron Maiden,8743370,,
2582,6004925603232,Awolnation,597080,,
2583,6003289725602,Universidad de Ghana,548860,,
2584,6003537864463,Orquesta de cuerda,117290,,
2585,6003091391870,Anime world,7539344,,
2586,6003372686357,Crusader Kings,115310,,
2587,6003142909700,The Ring,762300,,
2588,6003002014892,Hackney carriage,468750,,
2589,6003364486145,Secret (banda),4933630,,
2590,6003166873055,Immortal,13225970,,
2591,6002890261679,Terry Crews,11363150,,
2592,6002998137394,Argos (retailer),6379960,,
2593,6003526366494,Petter Solberg,397460,,
2594,6003180225152,G.I. Jane,38650,,
2595,6003257194686,Luden's,239050,,
2596,6003115465942,Pasodoble,275400,,
2597,6003138035728,Dr. Seuss' The Cat in the Hat,4835640,,
2598,6003078494229,Cricket in Sri Lanka,445440,,
2599,6003355013837,Modern Skirts,1900,,
2600,6003413159006,Ronda Rousey,9248310,,
2601,6003345632141,TRT Çocuk,1218669,,
2602,6004044582096,Dark Funeral,873860,,
2603,6003157036608,Optus,2865360,,
2604,6003481642864,Ant & Dec,2020930,,
2605,6002988263568,Lupita D'Alessio,309630,,
2606,6003241811611,Generación de energía eléctrica,21507670,,
2607,6003457317483,Conviction (2010 film),5433290,,
2608,6003282098641,Malayo,129075030,,
2609,6003051735844,Faith Hill,1929190,,
2610,6002976756659,Robert Lewandowski,8505450,,
2611,6003343712056,Wine,10374250,,
2612,6003602445420,The Travel Guide,352430,,
2613,6003684294438,Ramala,6459280,,
2614,6003711925765,Sol Meliá,5193090,,
2615,6003324247314,NBA on TNT,8009470,,
2616,6003655395078,Ellen Allien,512000,,
2617,6009270531839,Urban beekeeping,65220,,
2618,6003473890764,Architizer,989750,,
2619,6003413262991,Toddlers & Tiaras,127913,,
2620,6003346058793,Ludacris,18962680,,
2621,6003086590415,Hotpoint,1050000,,
2622,6003235924788,Indostán,41002790,,
2623,6003242843899,Hyakka Ryōran Samurai Girls,16740,,
2624,6003143155166,Ámsterdam,39744370,,
2625,6008200858241,Giorgia Todrani,626140,,
2626,6003335221357,Ebanistería,157121350,,
2627,6003287989541,Carpintería,57322710,,
2628,6003221185267,Alfarería,73951880,,
2629,6003429972457,Cinematografía,138114580,,
2630,6003165885234,Blues británico,13265500,,
2631,6003195687898,Merdeka,16652370,,
2632,6003525764442,Fauna abisal,1314750,,
2633,6003971152906,Hollyoaks,6363170,,
2634,6003362705821,She's Gotta Have It,20460,,
2635,6007698324052,Kis-My-Ft2,27460,,
2636,6003381299641,Hollywood Casino Tunica,19350,,
2637,6003382285804,The New York Times Best Seller list,23132130,,
2638,6002987332168,Sin nombre,1943190,,
2639,6003026253893,Detroit,45556320,,
2640,6005041655814,Andrea Legarreta,2053310,,
2641,6003140762826,Bombo,9753520,,
2642,6003090679501,Linkin Park,15961830,,
2643,779325915514562,Heide-Park,478590,,
2644,6003240910010,Pandora (herramienta musical),76701180,,
2645,6003331457777,Sky Italia,15790210,,
2646,6004001340452,Alvin y las ardillas 3,35310,,
2647,6003236490849,Dove (chocolate),30569360,,
2648,6003379890963,Licor,25656750,,
2649,6003252206311,Arçelik,7235150,,
2650,6010349929443,Schöller Eis,25160,,
2651,6003162791734,Coro de niños,105250,,
2652,6004162029695,Chartered Accountants Ireland,29900,,
2653,6003108711390,France 4,1873140,,
2654,6004085548789,Son Goten,71590,,
2655,6003052695845,Four Tops,533680,,
2656,6015300090765,La ladrona de libros (película),9220,,
2657,6003002348492,Eldoret,2479030,,
2658,6015360906039,Philomena,87350,,
2659,6003495403237,FARSI1,4796,,
2660,6003183525812,Sebastián Rulli,5861640,,
2661,6002992723973,Yorkshire Bank,10450,,
2662,6003337929448,hessnatur,47880,,
2663,6003308855853,Sarah Geronimo,10555520,,
2664,6002868021822,Viajes de aventura,323639721,,
2665,6003222006476,Raven-Symoné,2702030,,
2666,6003228158899,Voetbal International,682390,,
2667,6003343485089,Comida coreana,120138250,,
2668,6003179514550,Polaco,38595710,,
2669,6002960185120,Tinie Tempah,827370,,
2670,6003343654727,Universidad Técnica de Medio Oriente,2040130,,
2671,6003043531915,Disc golf,1360070,,
2672,6003106934633,Toyo Tire & Rubber Company,8532990,,
2673,6003543722451,ICloud,10228520,,
2674,6003224980698,Icewind Dale,173250,,
2675,6003183761012,Kenny Chesney,3299740,,
2676,6003280503023,Museos Vaticanos,489490,,
2677,6003067575044,Grease,3741530,,
2678,6003651811316,Gobierno,8936427,,
2679,6002924530721,Command & Conquer 3: La ira de Kane,2430,,
2680,6003342754996,Kanal D Romania,1566050,,
2681,6003142264949,Paracaídas,3597360,,
2682,6002957485523,American Repertory Theater,627440,,
2683,6003013022481,Kristen Bell,5876600,,
2684,6011024692293,Mariano's,293640,,
2685,6003167813322,Pareja de hecho,3049350,,
2686,6003176389350,Puro,9445940,,
2687,6003251853688,Sanook Hitech,51250,,
2688,6003398772003,Ncell,5098000,,
2689,6003058848156,Kreator Official,10654450,,
2690,6003093184617,Janis Joplin,3127100,,
2691,6003337915628,Isla de Vivara,7703960,,
2692,6003002242092,Canal Brasil,4097780,,
2693,6003176783366,Melissa Etheridge,524020,,
2694,6003157925675,Alpinestars,3440190,,
2695,6003504454195,Monster Rancher,68410,,
2696,6004341062314,Salsa Jeans,125570,,
2697,6003360199860,Niconico,730650,,
2698,6003353961719,Motorola Mobility,3123060,,
2699,6003302091628,Guerra del Golfo,6609040,,
2700,6003741315091,The Kooples,1201950,,
2701,6003387360218,Freesat,7750590,,
2702,6003391530943,Addicted,405350,,
2703,6003320064497,ProSiebenSat.1 Media,3690210,,
2704,6003358862593,Provincia autónoma de Bolzano,20869760,,
2705,6003375616277,Michelle Bridges,938240,,
2706,6003540050027,Tanqueray,2331990,,
2707,6003347305805,WrestleMania,22512990,,
2708,6003108897584,The Game of Life,899580,,
2709,6003180997350,University of Peshawar,930320,,
2710,6004952447444,Voiello,227830,,
2711,6003195142865,WOWOW,583660,,
2712,6003040192329,London School of Business and Finance,405240,,
2713,6003276912780,Standard Bank,4403640,,
2714,6003421186319,Colette,1229560,,
2715,6003487029280,Calefacción centralizada,8605730,,
2716,6003349828730,Electric heating,7116010,,
2717,6003159189675,Maratón (Grecia),84090,,
2718,6003713633553,Hitradio Ö3,3468920,,
2719,6003290606641,Funko,9898220,,
2720,6003291113543,Bret Michaels,699830,,
2721,6003562493064,George R. R. Martin,13142710,,
2722,6003298861011,Taxi,53830710,,
2723,6003698750513,Disneyland Paris,13797320,,
2724,6003174820950,Hikaru Utada,398530,,
2725,6003128928436,William Shakespeare,11028770,,
2726,6003263861314,Vivienne Tam,13790,,
2727,6017315529520,Make Up First School of Makeup Artistry,392080,,
2728,6003326654854,kiwilimon,23758530,,
2729,6003371947474,Ice Climber,117500,,
2730,6003273248643,YO! Sushi,215310,,
2731,6003584633838,Escandinavia,42824120,,
2732,6003021546693,Angus & Julia Stone,373080,,
2733,6003195122465,National Health Service,16853240,,
2734,6003172445161,Invitrogen,222220,,
2735,6003332888237,Adobe Dreamweaver,787070,,
2736,6002985544523,Audio Engineering Society,447970,,
2737,6003651348313,Fishdom,17255420,,
2738,6004365943697,Rovio Entertainment,2486750,,
2739,6003135921976,Max Martin,1327040,,
2740,6003241606811,Software antivirus,26102220,,
2741,6003225556345,Música hip hop,969478170,,
2742,6002990289259,Club Deportivo Chivas USA,684200,,
2743,6003380784743,Viñedo de Burdeos,1221710,,
2744,6003161855015,Legendary: The Box,260650,,
2745,6002957489523,Fun and fancy free,96210,,
2746,6003369428802,Migros Türk,12810309,,
2747,6017813812531,NTTドコモ（NTT DOCOMO）,1412530,,
2748,6003347988381,The Jacket,6314110,,
2749,6003126592629,Empire of the Sun,467350,,
2750,6003266542167,Io sono l'amore,579510,,
2751,6002895694510,"Kaplan, Inc.",402350,,
2752,6003658115304,Cerezo Osaka,838150,,
2753,6003311171092,Student Selection and Placement System,1487457,,
2754,6004063847206,Nightmare (banda japonesa),36310560,,
2755,6003103771034,Father Ted,593210,,
2756,6003276571476,Ben Affleck,6069660,,
2757,6003402190800,Spirit Airlines,523740,,
2758,6003373398777,Free jazz,20163150,,
2759,6016308679983,Salto de gran altura,100250,,
2760,6003111618640,Secretaría de Hacienda y Crédito Público,1031250,,
2761,6003217712255,UFC: Tapout,1280,,
2762,6003702862291,Peluche,16312170,,
2763,6003420912112,Supercopa de Europa,4549530,,
2764,6003117621588,Cantón del Tesino,4149800,,
2765,6003280108443,Teton Gravity Research,372740,,
2766,6003320751294,Oncorhynchus tshawytscha,662580,,
2767,6002971794594,Entrenador elíptico,1339490,,
2768,6003135156208,The Express,33960,,
2769,6003341579196,Música pop,1169634160,,
2770,6003207543328,Aéropostale (ropa),4409750,,
2771,6003361830260,Serdar Ortaç,357640,,
2772,6003230008188,Máster en administración de empresas (MBA),41837830,,
2773,6003570738103,Antigüedades,30578170,,
2774,6003246635567,New Edition,4915310,,
2775,6003527418595,Bend,2375990,,
2776,6003359345221,Black Hawk Down,230390,,
2777,6003496920031,La Dispute,140710,,
2778,6003175381902,Xtreme 4x4,693653,,
2779,6003357146402,Deepika Padukone,22596220,,
2780,6003413989791,Bling-bling,38740640,,
2781,6003835453192,Chihayafuru,24060,,
2782,6003067198997,Aptitud (biología),28027030,,
2783,6003285783097,Natalie Portman,2220560,,
2784,6003117299068,Citrix Systems,1245170,,
2785,6004217564706,Historical romance,2395080,,
2786,6003368411602,S.H.E,20781740,,
2787,6003155994636,Recogida selectiva de basura,794630,,
2788,6011798148750,Tamara Gooch Photography,69360,,
2789,6003287730000,Televisa Deportes Network,3765270,,
2790,6003478840087,Sendero de los Apalaches,777360,,
2791,6003170267885,Deutsche Grammophon,702700,,
2792,6003484065087,Zeds Dead,1083760,,
2793,6003954255666,Gush Katif,273540,,
2794,6003287387800,Ableton,3674164,,
2795,6003333462951,Contraventana,6606750,,
2796,6003146450784,China Eastern Airlines,2200900,,
2797,6003677816518,Festival Internacional de Cine de Berlín,2384580,,
2798,6003178743166,Observatorio Griffith,165370,,
2799,6003290946641,The Secret Life of the American Teenager,260060,,
2800,6004117097709,Four Loko,2526580,,
2801,6003866439678,RTL II,9282510,,
2802,6003138783139,Bermudas,15589530,,
2803,6003207623086,Árbol genealógico,1023820,,
2804,6003361815621,Kofola,260080,,
2805,6003179951214,Pu-erh,671640,,
2806,6003087486444,Ovis orientalis aries,85644890,,
2807,6003492532480,Venus Williams,13384000,,
2808,6003373175581,Películas documentales,517760530,,
2809,6003051854245,Universidad Colegio Cork,1155750,,
2810,6003312241254,Kaskade,796860,,
2811,6003387633593,Baterías,136932710,,
2812,6002989170450,Dormir,315606400,,
2813,6003199087567,El Mansurá,18299390,,
2814,6003068989429,science channel,9062010,,
2815,6003159403435,Cámara de comercio,24683560,,
2816,6003070661493,Astro Boy,4420,,
2817,6003143793661,Kyrie Irving,5708280,,
2818,6003050295016,Carlos Sainz Jr.,171760,,
2819,6003067886207,Thailand women's national volleyball team,750320,,
2820,6008705251252,AlunaGeorge,1271170,,
2821,6003753225291,Fight Night (EA video game series),1790,,
2822,6003349109327,AJ's Western Wear,42010,,
2823,6003386962018,El show de Tracey Ullman,1657720,,
2824,6003332406177,Organización,346302650,,
2825,6002959095320,Blink-182,14338000,,
2826,6003383168143,Camargo Corrêa Desenvolvimento Imobiliário,62260,,
2827,6003684161490,Wole Soyinka,449360,,
2828,6003278193054,SAGE,773160,,
2829,6003365320945,Empire (revista),121622160,,
2830,6003288222751,Copa de Francia de Fútbol,592180,,
2831,6003077915229,Kayaking,13102370,,
2832,6003143291847,Bancolombia,9985260,,
2833,6003148563552,Alborosie,396180,,
2834,6003432760175,Baldosa,87012610,,
2835,6003266356643,Sorel-Tracy,1648020,,
2836,6003302034311,Frank Ocean,3032950,,
2837,6003382844963,Diseño textil,1925510,,
2838,6003045646844,Universidad Yonsei,695730,,
2839,6003332433832,Chuck E. Cheese's,2659240,,
2840,6003702898691,Mystic Pizza,19880,,
2841,6003653861238,D-Edge,131490,,
2842,6003290693725,Real Asociación de Navegación de Recreo,381400,,
2843,6003843608233,Austin & Ally,452540,,
2844,6003242699213,Perfect Dark,73110,,
2845,6005156180958,Despicable Me 2,161650,,
2846,6002999780859,Wawa Food Market,6331830,,
2847,6003172302808,Astra (company),583560,,
2848,6003441812042,Spiderman Trilogy,36700,,
2849,6002950296374,GTR2 - FIA GT Racing Game,23970,,
2850,6003285095702,United 93,4000,,
2851,6003166790030,Engadget,5058081,,
2852,6003420953031,Cave diving,190830,,
2853,6003540407873,The Departed,671740,,
2854,6012494137677,Stadium Super Trucks,678280,,
2855,6003285017759,Godspeed You! Black Emperor,74360,,
2856,6004776931905,Arrow,30493190,,
2857,6002984647619,NHK World,9204890,,
2858,6003259204909,Consumo local,69863651,,
2859,6003128010724,Cinemax,12408680,,
2860,6003420279319,florida state seminoles,462670,,
2861,6003114804426,TV Tokyo,16284030,,
2862,6003312339908,The Haunting,205680,,
2863,6003483125798,Bobsleigh,1091490,,
2864,6003139580139,Grey's Anatomy Quotes,1178260,,
2865,6003172667928,Uni-ball,542860,,
2866,6002979585720,Merrell,5909870,,
2867,6004392164157,Riviera Maya Jazz Festival,36040,,
2868,6003314739745,Majo no takkyūbin,329719,,
2869,6003385943051,Menchie's Frozen Yogurt,530200,,
2870,6006679405694,Multirrotor,313050,,
2871,6003003730173,The Twilight Zone,4112700,,
2872,6003246152813,University of Memphis,361690,,
2873,6002953281955,Dog Lovers,36770791,,
2874,6003655101878,Martina McBride,891880,,
2875,6003002891173,Brisbane Broncos,816320,,
2876,6004600031249,Parineeti Chopra,7976430,,
2877,6003115873858,Asociación de Profesores de Ciencias de los Estados Unidos,102280,,
2878,6003375473077,Riviera Maya,15019790,,
2879,6008250411071,Julia Barretto,5798900,,
2880,6003188420705,Japandroids,42690,,
2881,6003113867992,Pesca comercial,8855600,,
2882,6003158720475,Armada Music,5217420,,
2883,704195743033855,Violetta,2774940,,
2884,6004765464213,Jake Bugg,365310,,
2885,6003496889025,Competition,214515660,,
2886,6004504292090,The Devil Inside,102620,,
2887,6016735337648,Sohn (musician),43380,,
2888,6003280578610,Balón prisionero,631140,,
2889,6003453679803,Goodfellas,1772540,,
2890,6003102846990,Sisley,1608770,,
2891,6014498884712,The Babadook,171500,,
2892,6003329213448,United States Ski and Snowboard Association,8350,,
2893,6003395232143,Giro,60450,,
2894,6003316386580,Provincia de Loei,560380,,
2895,6003421024631,Autobús urbano,862590,,
2896,6011884840154,Ngân Khánh,1076470,,
2897,6003858535436,Fazenda feliz,19320,,
2898,6003051606844,Aaliyah,3465350,,
2899,6003299658908,ION Television,6999970,,
2900,6003282642810,Elegidos para la gloria,10480,,
2901,6003214105133,Vampire Weekend,837920,,
2902,6003113723468,Shiraz,3806310,,
2903,6003898423253,OPI Products,1512770,,
2904,6003045698244,Selección de fútbol de Senegal,3222330,,
2905,6003443043053,Diarios de motocicleta,69730,,
2906,6002966095129,Tally Weijl,1616780,,
2907,6003321277514,Fiestas premamá,80330931,,
2908,6004093692189,Nokia E63,59700,,
2909,6003073083539,Fieltro,7791790,,
2910,6003161577578,Torno,5541190,,
2911,6003074016139,Halloween,133365620,,
2912,6003341598187,Vodafone Germany,4075860,,
2913,6003027680185,La reina de las nieves,3914730,,
2914,6003365039651,Eraserheads,966670,,
2915,6003125949549,TV Cultura,3179190,,
2916,6002900246162,Télécom ParisTech,31970,,
2917,6003311026888,Disney Interactive,1171580,,
